painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,generated_emotion_text
ivan-bilibin_illustration-for-the-magazine-art-treasures-of-russia-1903(1),Art_Nouveau_Modern,contentment,5,2,0,https://uploads8.wikiart.org/images/ivan-bilibin/illustration-for-the-magazine-art-treasures-of-russia-1903(1).jpg,the vertical geometry draw the eye towards the title words at the top of the work I really like the detail in the peoples armor and overall other things in the image. There is a sense of safety and security in this image. This looks like a flyer of kind that could be very old but in a different language that I can't understand.,Contentment
adriaen-brouwer_the-master-of-drinking,Baroque,contentment,5,2,0,https://uploads8.wikiart.org/images/adriaen-brouwer/the-master-of-drinking.jpg,friends around a table in a tavern having a good time The men are having a drink and look like they are enjoying each others company sharing stories and laughing.,Amusement
utagawa-kuniyoshi_women-11,Ukiyo_e,amusement,5,0,0,https://uploads5.wikiart.org/images/utagawa-kuniyoshi/women-11.jpg,I see the neck tucked into the shoulders and the ladies looks seem child like and sneaky as if they are going to pull a prank. The women look like they're having fun under the rain.,Amusement
ivan-bilibin_illustration-for-the-russian-fairy-story-maria-morevna-1900(1),Art_Nouveau_Modern,contentment,5,2,0,https://uploads0.wikiart.org/images/ivan-bilibin/illustration-for-the-russian-fairy-story-maria-morevna-1900(1).jpg,The grass is green and the pathway is lit by the sun. This looks like a happy place to read about. This is a beautiful page illustrated likely from a fairy tale. The colors are soothing too.,Contentment
pavel-svinyin_the-pennsylvania-hospital,Romanticism,awe,5,1,0,https://uploads0.wikiart.org/images/pavel-svinyin/the-pennsylvania-hospital.jpg,The large building looks like a state government office because of the columns only black and white but it is so beautiful The attention to detail in each part is wonderful,Amusement
joan-snyder_symphony-1970,Abstract_Expressionism,excitement,5,3,0,https://uploads4.wikiart.org/images/joan-snyder/symphony-1970.jpg,"The orange and green colors dominate the painting and look like they are in the air. I like the modern/abstract look to thsi, as well as the bold colors.",Amusement
vincent-van-gogh_view-of-saintes-maries-1888,Post_Impressionism,contentment,5,2,0,https://uploads5.wikiart.org/images/vincent-van-gogh/view-of-saintes-maries-1888.jpg,"It's a nice field of herbs with a nice village in the background. This looks like a common, easy going day with someone working in the fields. Gorgeous rows of lavender flowers illuminate an adjacent village on a hill.",Amusement
martin-schongauer_christ-s-birth-1,Northern_Renaissance,contentment,5,2,0,https://uploads4.wikiart.org/images/martin-schongauer/christ-s-birth-1.jpg,"This woman is praying with her husband, it would appear. Her husband is holding a cane and may not get around on his own too well. this seems like a rendition of Jesus painting The couple was so poor they had to have their baby on a stall in a barn.",Sadness
giovanni-bellini_dead-christ-supported-by-the-madonna-and-st-john-1460,Early_Renaissance,disgust,5,5,1,https://uploads4.wikiart.org/images/giovanni-bellini/dead-christ-supported-by-the-madonna-and-st-john-1460.jpg,"This photo is very gross to me. This appears to be three men touching eachother, and the sky behind them is very dark and gloomy. A sad tragic piece.  Everyone looks half decayed and rotting in the painting. The expression on each face is vacant and pained, and Jesus has bloodied",Sadness
berthe-morisot_villa-with-orange-trees-nice,Impressionism,contentment,5,2,0,https://uploads4.wikiart.org/images/berthe-morisot/villa-with-orange-trees-nice.jpg,"the place looks happy. pretty trees, possibly fruit or flower blossoms? and a mansion in the background Far away from the house, a forest appears to bustle with energetic motion The multitude of color within the green and blue brush strokes makes the image come alive. The trees have a full set of leaves, which means that this must be a relaxing day in the summer The simple blue color of the sky in the background with the european architecture and trees in the foreground symbolize prosperit",Contentment
paolo-veronese_minerva-between-the-geometry-and-arithmetic-1551,Mannerism_Late_Renaissance,awe,5,1,0,https://uploads6.wikiart.org/images/paolo-veronese/minerva-between-the-geometry-and-arithmetic-1551.jpg,"Someone went through a lot of trouble to prepare these outfits The costumes in white,gold,green and red stand out against the textured background.",Amusement
gustave-courbet_portrait-of-amand-gautier-1867,Realism,fear,6,6,1,https://uploads7.wikiart.org/images/gustave-courbet/portrait-of-amand-gautier-1867.jpg,The way his head is painted with the two blemishes resemble horns growing out of his forehead. This man looks like he is growing horns and it's creepy.,Fear
francisco-goya_diligent-blind-man,Romanticism,contentment,5,2,0,https://uploads3.wikiart.org/images/francisco-goya/diligent-blind-man.jpg,This reminds me of a happy family sitting together and enjoying each others company. the lack of color lends to the simpleness of the action in the artwork. It looks like the are planting a tree It looks like a family content with what they have been given and the company of each other.,Contentment
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,Rococo,fear,5,6,1,https://uploads8.wikiart.org/images/giovanni-battista-tiepolo/rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755.jpg,This makes me think the subject is sick  but the angel is trying to watch over There seems to be a war and people are upset,Amusement
theodore-gericault_head-of-a-shipwrecked-man-study-for-the-raft-of-medusa-1819,Romanticism,sadness,5,7,1,https://uploads3.wikiart.org/images/theodore-gericault/head-of-a-shipwrecked-man-study-for-the-raft-of-medusa-1819.jpg,"The man seems to have lived a harsh and stressful life I feel great anguish from the tired eyes and sunken expression of a man who has lived a hard life. The man looks really tired and weary, like hes had a hard life and something bad has happened to set him back. The black background also feels sad.",Sadness
pablo-picasso_harlequin-1915,Synthetic_Cubism,amusement,5,0,0,https://uploads7.wikiart.org/images/pablo-picasso/harlequin-1915.jpg,find this one amusing because of the colors they are bold and the faces are funny Makes me laugh because it looks like goofy people with the smile,Amusement
william-turner_interior-of-salisbury-cathedral,Romanticism,awe,5,1,0,https://uploads7.wikiart.org/images/william-turner/interior-of-salisbury-cathedral.jpg,"The ceilings in this church building are incredibly high The angle of the sunlight and size difference between the utter hugeness of the walls and domed ceiling compared to the people really gives the sense of massive scale and size, almost like you can hear the acoustic echoes that must resonate inside this place just by looking at it!",Awe
marcel-duchamp_church-at-blainville-1902,Post_Impressionism,contentment,5,2,0,https://uploads1.wikiart.org/images/marcel-duchamp/church-at-blainville-1902.jpg,"Simple, yet beautiful church on a hill in this painting. i like the color difference in photo and the brightness of the church. The house sits quietly and gently on the top of the hill. Comes off as a very small and peaceful Church",Contentment
patrick-caulfield_still-life-ingredients-1976,Pop_Art,contentment,6,2,0,https://uploads6.wikiart.org/images/patrick-caulfield/still-life-ingredients-1976.jpg,"I think its cool that some of the outline is colored in, and others are not. A lovely table setting with drink and fresh produce which is making me hungry. The food is laid out on the table, waiting for guests to come and eat. Reminds me of the things we used to draw in apple paint on the school computers.",Contentment
claude-monet_the-seine-at-port-villez-1883,Impressionism,contentment,5,2,0,https://uploads3.wikiart.org/images/claude-monet/the-seine-at-port-villez-1883.jpg,"The point of view and incredible perspective of the reflection in the water make me feel like I am going to drift up and step up on land. The trees reflecting in the water is always a peaceful sight. The landscape reflected in calm waters is a peaceful effect, the light suggests it's a peaceful morning.",Amusement
vasily-sadovnikov_interior-of-bernardine-church-in-vilnius-lithuania-1848,Realism,awe,5,1,0,https://uploads7.wikiart.org/images/vasily-sadovnikov/interior-of-bernardine-church-in-vilnius-lithuania-1848.jpg,"The grand scale of the building is absolutely lovely to see. I find the small human figures almost like ants. Get a real impression of how big the building is. The church ceiling is very high up, and it makes the people in the picture look extremely tiny. The height of the high ceilings are highlighted by the use of people as props. HIgh ceilings are of course awe-inspiring.",Awe
maurice-prendergast_the-red-cape,Post_Impressionism,awe,6,1,0,https://uploads2.wikiart.org/images/maurice-prendergast/the-red-cape.jpg,I am imagining some kind of lake god emerging from the water. The brush strokes look like swampy water. Awe is the closest feeling I can pinpoint for this one - It's almost like a goddness but not quite? Reminds me of a mother nature type figure.,Awe
henri-laurens_head-of-a-boxer-1920,Cubism,contentment,5,2,0,https://uploads4.wikiart.org/images/henri-laurens/head-of-a-boxer-1920.jpg,The grey colors and greyscale of this photo make it pleasing and calming to look at Its a bold yet subtle statement with the placement of the strokes of what seems to be portrayed as if it was chiseled,Contentment
edward-hopper_summer-in-the-city-1950,New_Realism,sadness,5,7,1,https://uploads7.wikiart.org/images/edward-hopper/summer-in-the-city-1950.jpg,The subject in the painting seems sad. This makes me feel sad in that it seems very lonely. The colors are joyless and the room empty reflecting a sense that a divorce is being considered. The couple seems to be fighting and not happy with each other. this makes me feel sad because the people in the picture look like they are sad about something,Sadness
marc-chagall_portrait-of-artist-s-sister-aniuta-1910,Expressionism,contentment,5,2,0,https://uploads4.wikiart.org/images/marc-chagall/portrait-of-artist-s-sister-aniuta-1910.jpg,"This woman looks very stern and confident while staring straight into my eyes. The woman is dressed in colors of red, white and black.",Anger
vasily-perov_portrait-of-nikolai-rubinstein-1870,Realism,contentment,5,2,0,https://uploads0.wikiart.org/images/vasily-perov/portrait-of-nikolai-rubinstein-1870.jpg,"The man has a stoic look in his eyes. This is a very detailed depiction of this gentleman. He looks stoic, serious. Light content with this piece, if anything.",Amusement
george-stubbs_baronet-1794,Romanticism,amusement,5,0,0,https://uploads5.wikiart.org/images/george-stubbs/baronet-1794.jpg,The horse is way too long for the size of the rider and even the horse's own head. The long stride of this horse makes this man look very tiny.,Amusement
vincent-van-gogh_olive-grove-pale-blue-sky-1889,Post_Impressionism,contentment,5,2,0,https://uploads8.wikiart.org/images/vincent-van-gogh/olive-grove-pale-blue-sky-1889.jpg,"These ""broccoli"" trees are leaning to the left and appear to be planted in globs of Velveeta. The specks of white at the top alongside the sunshine is like snow falling on a warm day.",Disgust
camille-pissarro_the-laundry-woman-1879,Impressionism,contentment,6,2,0,https://uploads0.wikiart.org/images/camille-pissarro/the-laundry-woman-1879.jpg,The sponge in the woman's hand is soapy and sufficient for cleaning the garment. A person doing house work without technology. Its an ordinary task done in an oridinary surrounding.,
pietro-perugino_christ-in-pieta,High_Renaissance,sadness,5,7,1,https://uploads1.wikiart.org/images/pietro-perugino/christ-in-pieta.jpg,Jesus dying is never a pleasant thing to really look at. He looks pretty dead in the painting. The naked man is sad and helpless The Savior after the crucifixion being prepared for burial. The veins on the sitting man's legs make it appear that he has been in distress.,Sadness
amedeo-modigliani_young-man-with-cap-1919,Expressionism,amusement,5,0,0,https://uploads2.wikiart.org/images/amedeo-modigliani/young-man-with-cap-1919.jpg,"The cartoonish drawing is cute, fun The unrealistic proportions of this portrait are very entertaining. funny looking human that looks like an alien.",Amusement
max-beckmann_christ-and-the-woman-taken-in-adultery,Expressionism,fear,49,6,1,https://uploads3.wikiart.org/images/max-beckmann/christ-and-the-woman-taken-in-adultery.jpg,"The pitchforks and everyone staring and pointing makes me feel that something bad is going to happen. This is a painting with a unique style. It is unconventional and the expressions of the people make me feel their emotions of great distress. I am not sure what is going on in this picture or if people are going to get hurt. The elongated nature of the characters invokes lots of anxiety. This looks like a potentially violent scene with a weapon and barracade and some angry-looking people. I can only speculate the story behind this painting but between the body language of everyone, the facial expressions and the style it makes me uncomfortable It appears that this man is being tortured by a mob and ridiculed. Something seems sexually off, what with the redhead feeling up the center figure and the boy on the right sticking his butt in the air. I feel fear because of the expressions on the people's faces as well as the manner in which they are painted/drawn. It seems that their faces and expressions are of unnatural proportions. The people look like they are hurt and fearful so I am scared. Some of the people behind the fence are about to attack the other people.",Fear
vincent-van-gogh_dog(1),Post_Impressionism,fear,6,6,1,https://uploads2.wikiart.org/images/vincent-van-gogh/dog(1).jpg,The dog seems very deformed and undernourished. I think it also appears quite violent right now. The vicious dog looks ready to strike at any moment.,Amusement
joan-mitchell_untitled-1987,Abstract_Expressionism,excitement,5,3,0,https://uploads6.wikiart.org/images/joan-mitchell/untitled-1987.jpg,"The bit on the left of this piece looks like an angry eye on a skull going after something through the shroud of colors. There are two panels even thought the yellow motions of paint connect them. The colors are bright, fast moving, and textured. Excitement and adventure await those that are brave enough to seek it out.  A new day.",Excitement
carl-ludwig-johann-christineck_nikolai-mordvinov-1771,Rococo,amusement,5,0,0,https://uploads5.wikiart.org/images/carl-ludwig-johann-christineck/nikolai-mordvinov-1771.jpg,"The subject looks amused in the painting. I hope that they just dressed him up for the picture and not that he actually had a weapon. Assuming that is the case, I love this picture because it makes me feel happy for the boy who was able to dress like the older men around him.",Amusement
arman-manookian_hawaiian-flowers,Naive_Art_Primitivism,amusement,5,0,0,https://uploads2.wikiart.org/images/arman-manookian/hawaiian-flowers.jpg,Nice use of color and perspective. The simplicity reminds me of a childs watercolor,Disgust
alfred-sisley_street-in-veneux-1883,Impressionism,contentment,5,2,0,https://uploads5.wikiart.org/images/alfred-sisley/street-in-veneux-1883.jpg,I would call this place home- It's very calm and welcoming. It looks like a family going somewhere and bringing some goods. The quietness of the street and the neighbors gathered talking.  I also like the way the colors are used. Very peaceful village scene. The muted colors and country scene are relaxing.,Contentment
pierre-auguste-renoir_three-partridges,Impressionism,sadness,5,7,1,https://uploads8.wikiart.org/images/pierre-auguste-renoir/three-partridges.jpg,"Both of the birds look like they are dead The two birds look like they are dead or dying, poor animals. Both of the birds seem to have met their demise in some sad fashion.",Sadness
terry-frost_stacked-on-the-side-1970,Color_Field_Painting,amusement,5,0,0,https://uploads6.wikiart.org/images/terry-frost/stacked-on-the-side-1970.jpg,The family has stocked a sufficient number of towels at the beach house. It feels like a mini rainbow here. I like it a lot just by design.,Contentment
camille-corot_road-through-wooded-mountains,Realism,contentment,5,2,0,https://uploads4.wikiart.org/images/camille-corot/road-through-wooded-mountains.jpg,The beautiful scenery is impressive in its three dimensional details and perspective The earthy colors depicting a calm meadow is relaxing I love the landscape aspect but the hue is something to be desired.,Disgust
odilon-redon_the-martyrdom-of-saint-sebastian-1910,Symbolism,fear,5,6,1,https://uploads2.wikiart.org/images/odilon-redon/the-martyrdom-of-saint-sebastian-1910.jpg,The person looks like they could be a murder victim strung up on the tree. the figure holding the tree limb seems to be attacking something,Amusement
lyonel-feininger_im-dorfe,Naive_Art_Primitivism,fear,6,6,1,https://uploads4.wikiart.org/images/lyonel-feininger/im-dorfe.jpg,"The yellow man appears to be preparing to attack the other man I find the yellow character to be quite frightful looking and I don't really like the image because of that, the duck is cool though.",Fear
heorhiy-narbut_illustration-fairy-tales-teremok-mizgir-1910-7,Art_Nouveau_Modern,awe,6,1,0,https://uploads4.wikiart.org/images/heorhiy-narbut/illustration-fairy-tales-teremok-mizgir-1910-7.jpg,"A well done crest or shield, it makes you want to look at all of the detail to understand how its used. The red and yellow vibrant I have never seen a skull like this on a crest. This symbol looks like a prestigious group or organization but yet it has a skull-like figure in the middle The skull in the center of the image reminds me of like a clan of hunters",Awe
diego-velazquez_self-portrait-1,Baroque,amusement,5,0,0,https://uploads1.wikiart.org/images/diego-velazquez/self-portrait-1.jpg,"The mans collar looks like a college graduation hat, as if his head has burst through it. The neckline of that shirt is ridiculous as well as his hair and mustache. I think its cool because the guy looks like Russel brand if he was a founding father. so pretty funny.",Amusement
rogier-van-der-weyden_madonna-and-child-4,Northern_Renaissance,contentment,6,2,0,https://uploads2.wikiart.org/images/rogier-van-der-weyden/madonna-and-child-4.jpg,"a woman in a red gown holding her baby in her lap The mother's outfit is entirely red, symbolizing her love for her child This woman seems to be taking good care of her baby since she's holding it firmly in her lap Mary's look is serene as she looks down on the Christ child. I see a mother and her child having a bonding moment. Times like these are priceless.",Contentment
paul-gauguin_village-street-osny-1883,Impressionism,fear,5,6,1,https://uploads7.wikiart.org/images/paul-gauguin/village-street-osny-1883.jpg,"There's a dark sky behind this house and a dead tree in front of it. I could skip this town. Sky is painted with swirling strokes, suggest coming storm (trouble) The buildings are on topof each other and the dark colors for the vegetation seem ominous, while a small lone figure walks on the dusty road. The tree with no leaves and the dark shadow person give a sad, desolate feeling. Clouds are dark like an impending storm.",Fear
salvador-dali_two-adolescents,Expressionism,fear,5,6,1,https://uploads8.wikiart.org/images/salvador-dali/two-adolescents.jpg,"The guy on the right doesn't even have a face, which is super creepy. I am intrigued as to why the men appear naked in such a dark place. I see no water - so I wonder if they are doing okay.",Amusement
raphael-kirchner_art-bronzes-1901,Art_Nouveau_Modern,disgust,5,5,1,https://uploads3.wikiart.org/images/raphael-kirchner/art-bronzes-1901.jpg,The figure in the painting seems to be devouring everything from what I can see. This photo is intimidating because it reminds me of the devil,Fear
amadeo-de-souza-cardoso_head-1913,Cubism,excitement,5,3,0,https://uploads3.wikiart.org/images/amadeo-de-souza-cardoso/head-1913.jpg,"Reminds me of food, kinda looks like tomato salad Reminds me of food, kinda looks like tomato salad",Disgust
paul-gauguin_view-of-the-beach-at-bellangenai-1889,Post_Impressionism,contentment,5,2,0,https://uploads2.wikiart.org/images/paul-gauguin/view-of-the-beach-at-bellangenai-1889.jpg,"River side farming,where water is provided to farms by cutting rivers to flow through them. I enjoy the simplicity the artist used and the blue used for water the water an different grass is exciting",Contentment
edouard-manet_young-woman-in-a-round-hat-1877,Impressionism,amusement,5,0,0,https://uploads6.wikiart.org/images/edouard-manet/young-woman-in-a-round-hat-1877.jpg,"The posh woman's attitude reflects in her sideways stare. This woman in profile has such a sense of movement, with her jaunty hat and walking stick, I feel like she's going on a stroll.",Amusement
john-lewis-krimmel_young-girl-with-a-blue-dress,Realism,contentment,5,2,0,https://uploads8.wikiart.org/images/john-lewis-krimmel/young-girl-with-a-blue-dress.jpg,I really liked the level of detail in her drwss. It makes her look very nice and proper. I really liked the level of detail in her drwss. It makes her look very nice and proper. Her blue dress contrasts well against the background and matches her blue eyes. Her blue dress contrasts well against the background and matches her blue eyes. suject looks to be at ease and enjoying herself suject looks to be at ease and enjoying herself,Amusement
albrecht-durer_st-paul-second-state-1514,Northern_Renaissance,awe,5,1,0,https://uploads1.wikiart.org/images/albrecht-durer/st-paul-second-state-1514.jpg,"The texture of the robe is highly detailed along with the man's beard. Moses came down from the mountain and presented the tablets to the people. The vibrant, electrfying halo commands full attention.  Each line of the halo, a live wire of inspiration.",Awe
eric-fischl_so-she-moved-into-the-light,Contemporary_Realism,amusement,6,0,0,https://uploads0.wikiart.org/images/eric-fischl/so-she-moved-into-the-light.jpg,"Why is everyone looking at me? The juxtaposition between the different figures is funny Her legs take up 2/3 of her body length, she's being stared at by a guy in  a chicken suit, and about to be abducted by aliens.",Amusement
henri-martin_garden-of-the-artist,Pointillism,contentment,6,2,0,https://uploads3.wikiart.org/images/henri-martin/garden-of-the-artist.jpg,This picture portrays a beautiful calm place that I would like to visit. i love the colors of the flowers  pretty and calm scene This scene looks like a good spot to sit down and relax with a good book and a cup of tea. The garden scene appears serene and calm. This garden is so peaceful and pretty.  I want to read a book there.,Contentment
august-macke_woman-with-a-yellow-jacket-1913,Fauvism,amusement,6,0,0,https://uploads5.wikiart.org/images/august-macke/woman-with-a-yellow-jacket-1913.jpg,"Too abstract to be likable. the colors are pleasing though. Kind of made me laugh that this is art. It seems like a casual scene, but the bright colors make it feel more like a carnival",Amusement
amedeo-modigliani_girl-in-blue-1919,Expressionism,sadness,6,7,1,https://uploads5.wikiart.org/images/amedeo-modigliani/girl-in-blue-1919.jpg,"Her expression is disturbing and ghastly. The woman looks nervous in how she's sitting and holding her hands - I feel like maybe she doesn't want the attention of a painter This lady seems sad to me.  In the way she seems to be hugging herself, it suggests something sad happened to her.",Sadness
pablo-picasso_the-greedy-1901,Expressionism,sadness,6,7,1,https://uploads8.wikiart.org/images/pablo-picasso/the-greedy-1901.jpg,"The tone of the painting looks sad as the colors are blue wnd gray like sadness and depression. The image has a dark blue tone. The girl looks like she has run out of cereal or food in general. The little girl's haircut looks pretty awkward, to me. I would not want that haircut.",Sadness
esaias-van-de-velde_road-next-to-a-waterfall,Baroque,contentment,6,2,0,https://uploads5.wikiart.org/images/esaias-van-de-velde/road-next-to-a-waterfall.jpg,"Fine lines used to draw the water makes the picture look like the water is flowing down the river. These men seem to be on a journey to this house and are almost there. wonderful use of line work, the lines create great shading and depth.",Excitement
giovanni-boldini_a-friend-of-the-marquis-1875,Impressionism,awe,5,1,0,https://uploads6.wikiart.org/images/giovanni-boldini/a-friend-of-the-marquis-1875.jpg,The colorful outfits of upscale people look great in the luxurious building. The gold edging of this palace make it look expensive and elegant. What an elaborate looking room and look at their clothing!  Rich for sure!,Amusement
mikhail-nesterov_portrait-of-o-m-nesterova-the-artist-s-daughter-1905,Symbolism,sadness,6,7,1,https://uploads3.wikiart.org/images/mikhail-nesterov/portrait-of-o-m-nesterova-the-artist-s-daughter-1905.jpg,This is a portrait.  The woman appears to be relaxed but also possibly sad or worried.  The general colors being more cold would suggest this as well.  The family portraits showing near here also may play a part in showing she has lost someone. the woman's pose and expression make it appear that she is suffering from an illness The painting represent sadness in the lady. She is worn and depressed in her chair and can not move another notch.,Sadness
antoine-watteau_sketch-with-two-figures-1715,Rococo,disgust,6,5,1,https://uploads5.wikiart.org/images/antoine-watteau/sketch-with-two-figures-1715.jpg,The second figure is disfigured. looks like a poorly done paint by numbers.,Amusement
pietro-perugino_the-ascension-of-christ-1498,High_Renaissance,awe,5,1,0,https://uploads5.wikiart.org/images/pietro-perugino/the-ascension-of-christ-1498.jpg,"The ascension of Christ with all the saints and angels giving me a sense of divinity. The illusion of warmth, coolness, and shininess gives this piece an almost angelic look. The detailed folds of and draping of the clothing is very realistic.",Awe
mario-nuzzi_adoraci-n-de-los-magos-en-una-guirnalda-de-flores-1654,Baroque,contentment,5,2,0,https://uploads0.wikiart.org/images/mario-nuzzi/adoraci-n-de-los-magos-en-una-guirnalda-de-flores-1654.jpg,The woman is holding a heavenly baby that was sent here to save us. The image is peaceful and serene and the people appear happy.,Amusement
mark-rothko_untitled-5,Color_Field_Painting,fear,5,6,1,https://uploads1.wikiart.org/images/mark-rothko/untitled-5.jpg,The burnt orange color looks like fire outside of a window This red/orange color is overwhelming and reminds me of Kingpin who used to stare at the red wall.,Amusement
joshua-reynolds_john-russel-4th-duke-of-bedford-1762,Rococo,amusement,5,0,0,https://uploads4.wikiart.org/images/joshua-reynolds/john-russel-4th-duke-of-bedford-1762.jpg,"The curly hairdo, the heavy clothes and heavy jewelry are so different from male beauty standards today. The man appears well adorned in his garments and regal posture as though he is a general or politician",Disgust
robert-ryman_convert-1988,Minimalism,anger,5,4,1,https://uploads4.wikiart.org/images/robert-ryman/convert-1988.jpg,"The fact that there is nothing makes me frustrated. There's nothing here, just a blank canvas that lacks any sort of imagination or creativity",Anger
john-french-sloan_spring-rain-new-york-1912,New_Realism,awe,5,1,0,https://uploads4.wikiart.org/images/john-french-sloan/spring-rain-new-york-1912.jpg,"Looks like Central park, I am interested by where the woman is going. The painting is very detailed and relaxing.",Contentment
agostino-carracci_jupiter-and-juno,Baroque,disgust,5,5,1,https://uploads4.wikiart.org/images/agostino-carracci/jupiter-and-juno.jpg,I can see genitals That man is way to old for her.,Disgust
wassily-kandinsky_landscape-with-factory-chimney-1910,Expressionism,amusement,5,0,0,https://uploads5.wikiart.org/images/wassily-kandinsky/landscape-with-factory-chimney-1910.jpg,This painting was amusing to me because the bright colors made me happy and I enjoyed seeing the table and chairs in an unlikely arrangement on the picture. The colors are really bright and the shapes have been exhagerated Such a colorful painting that makes me feel happy and excited s i try to see everything that it offers.,Amusement
pablo-picasso_lying-naked-woman-the-voyeurs-1955,Expressionism,amusement,5,0,0,https://uploads0.wikiart.org/images/pablo-picasso/lying-naked-woman-the-voyeurs-1955.jpg,"The woman lounging on her bed, the persons looking in through the window, and the bright colors used in her fleshtones make this an amusing scene. This lady appears to be a mismash of shapes while she is laying on the day bed.",Amusement
juan-gris_the-violin-1916,Synthetic_Cubism,excitement,5,3,0,https://uploads4.wikiart.org/images/juan-gris/the-violin-1916.jpg,"The violin is extremely interesting as it looks invisable . I'm a musician, and I love how this instrument is portrayed! It is so pretty and unique.",Amusement
raphael_vision-of-a-knight,High_Renaissance,awe,5,1,0,https://uploads5.wikiart.org/images/raphael/vision-of-a-knight.jpg,"This painting makes me wonder what medieval people knew that we do not, they seem so wise... The realistic nature of this piece is beautiful and I love all the colors that are displayed.",Amusement
marcel-duchamp_portrait-of-yvonne-duchamp,Post_Impressionism,contentment,6,2,0,https://uploads2.wikiart.org/images/marcel-duchamp/portrait-of-yvonne-duchamp.jpg,"This looks relaxing, she has that expression people get when they finish a long days work and go home and sit down and just relax This person sits in an unnatural position on the couch, with both is or her legs and arms indication deformation or extreme unease.",Amusement
diego-velazquez_portrait-of-don-diego-de-corral-y-arellano-1632,Baroque,fear,5,6,1,https://uploads6.wikiart.org/images/diego-velazquez/portrait-of-don-diego-de-corral-y-arellano-1632.jpg,"The man's mean facial expression and harsh style of dress are overwhelming The red embroidery on his black cloak must be where they surgically removed his heart.  When I say they, I mean the Inquisition and the Pope",Anger
edgar-degas_diego-martelli-1879,Impressionism,fear,5,6,1,https://uploads1.wikiart.org/images/edgar-degas/diego-martelli-1879.jpg,Stoic man seems unhappy and forceful when at work The way he is holding himself makes me think he is deeply concerned about something.,Amusement
michel-carrade_unknown-title-16,Color_Field_Painting,amusement,5,0,0,https://uploads1.wikiart.org/images/michel-carrade/unknown-title-16.jpg,The lines look like an old tv error screen,Anger
gerhard-richter_abstract-picture,Abstract_Expressionism,sadness,5,7,1,https://uploads2.wikiart.org/images/gerhard-richter/abstract-picture.jpg,the more vibrant colors of the painting look as if they are melting into gray or emptiness. The streaking colors down the canvas look as if tears have been shed over the painting.,Amusement
kitagawa-utamaro_yamanba-and-kintaro-sakazuki,Ukiyo_e,amusement,6,0,0,https://uploads6.wikiart.org/images/kitagawa-utamaro/yamanba-and-kintaro-sakazuki.jpg,"I had this one already and like I said it is strange but the more you look at it the more I like it!  it is amusing I'm wondering if the woman's hair is like that always or because she's busy with an infant. It looks like Nikki Sixx from Motley Crue feeding a pie to a Monchichi doll This photo is amusing to me, but it is funny. This baby is a fat little baby and it looks like she is eating a pie.",Amusement
camille-corot_the-colosseum-seen-through-the-arcades-of-the-basilica-of-constantine-1825,Realism,awe,5,1,0,https://uploads4.wikiart.org/images/camille-corot/the-colosseum-seen-through-the-arcades-of-the-basilica-of-constantine-1825.jpg,Even after 2000 years these structures are impressive constructions. Completely in awe that this is a painting and not a photograph. It looks so realistic and detailed,Awe
henri-edmond-cross_trees-by-the-sea-1907,Post_Impressionism,contentment,5,2,0,https://uploads1.wikiart.org/images/henri-edmond-cross/trees-by-the-sea-1907.jpg,I love how much blue there is and I like the long strokes of the brush. The deep blue water in the ocean gives a peaceful calmness to the landscape and well as the gold sunny sky. This is a peaceful looking scene in the forest and near the ocean.,Contentment
frank-bowling_rush-green-1977,Abstract_Expressionism,amusement,6,0,0,https://uploads8.wikiart.org/images/frank-bowling/rush-green-1977.jpg,"The bright colors remind me of cotton candy, and just make me smile I feel amusement and happiness in looking at this colorful, soft, flowing piece.",Amusement
camille-corot_portrait-of-a-young-girl-1859,Realism,contentment,5,2,0,https://uploads4.wikiart.org/images/camille-corot/portrait-of-a-young-girl-1859.jpg,They felt safe because they knew she was a kind person who would look after them. The figure seems sure and resolute in her expression.  She seems to have an assertiveness in her face.,
leonardo-da-vinci_deluge-over-a-city,High_Renaissance,fear,5,6,1,https://uploads6.wikiart.org/images/leonardo-da-vinci/deluge-over-a-city.jpg,It is dark. It evokes the feeling of chaos and confusion. The lines don't seem to make sense of anything. There is no order. It gives out the stormy sort of feeling like the waves are raging.,Fear
marc-chagall_moses-1966,Naive_Art_Primitivism,fear,5,6,1,https://uploads2.wikiart.org/images/marc-chagall/moses-1966.jpg,The red makes me think of the devil and that this is a depiction of hell This painting makes me feel fear. To dark and very confusing. I am not sure what it is about. The subject at the top of the picture looks like it could be the devil,Fear
pierre-auguste-renoir_lise-on-the-bank-of-the-seine-1870,Realism,excitement,5,3,0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/lise-on-the-bank-of-the-seine-1870.jpg,"I like the nude woman's ample breast and her clothes lie hanging off her. The woman is attractive, nude, and a man is behind her biting his knuckle.",Amusement
albrecht-durer_the-last-judgment-1511,Northern_Renaissance,awe,6,1,0,https://uploads7.wikiart.org/images/albrecht-durer/the-last-judgment-1511.jpg,The actions of the people as well as the coloring. Angles are blowing horns and bringing in God to help the praying people below with heaven and hell below. The presence of the god-like figure is quite alluring. I am intrigued by the swords moving toward his head.,Fear
