painting,predicted_emotion,similarity
henri-matisse_woman-on-sofa-or-couch,This artwork conveys a feeling of contentment.,0.19439354538917542
peter-paul-rubens_the-crowning-of-st-catherine,This artwork conveys a feeling of excitement.,0.16379426419734955
umberto-boccioni_the-signora-virginia-1905,This artwork conveys a feeling of disgust.,0.1734175980091095
wu-guanzhong_the-hua-mountains-at-sunset-1997,This artwork conveys a feeling of disgust.,0.20124806463718414
camille-pissarro_the-pond-at-montfoucault-1875,This artwork conveys a feeling of disgust.,0.12500017881393433
john-henry-twachtman_view-of-venice-1,This artwork conveys a feeling of disgust.,0.1969228982925415
gustave-loiseau_at-the-coast-of-normandy-1909,This artwork conveys a feeling of anger.,0.1250005066394806
wu-guanzhong_a-fishing-harbour-1991,This artwork conveys a feeling of disgust.,0.30809158086776733
maxime-maufra_the-port-of-saint-goustan-1912,This artwork conveys a feeling of anger.,0.12500011920928955
marc-chagall_lunaria-1967,This artwork conveys a feeling of amusement.,0.19306102395057678
konstantin-somov_exlibris-of-s-zenger,This artwork conveys a feeling of anger.,0.12500005960464478
paul-bril_the-port-1611,This artwork conveys a feeling of anger.,0.18131153285503387
mario-nuzzi_adoraci-n-de-los-magos-en-una-guirnalda-de-flores-1654,This artwork conveys a feeling of anger.,0.18548274040222168
alexandre-benois_self-portrait(2),This artwork conveys a feeling of excitement.,0.2138577550649643
max-pechstein_modellpause-1925,This artwork conveys a feeling of anger.,0.125
theodor-severin-kittelsen_min-soenn-tred-alltid-i-din-fars-fotspor-1894,This artwork conveys a feeling of disgust.,0.2385147362947464
claude-monet_the-garden-at-vetheuil-1881,This artwork conveys a feeling of excitement.,0.12500041723251343
marc-chagall_peonies-and-lilacs-1926,This artwork conveys a feeling of contentment.,0.2634923756122589
frans-hals_daniel-van-aken-playing-the-violin,This artwork conveys a feeling of fear.,0.20839659869670868
nicholas-roerich_ilya-muromets-1910,This artwork conveys a feeling of awe.,0.17690250277519226
pierre-auguste-renoir_the-farm,This artwork conveys a feeling of disgust.,0.12500035762786865
paul-cezanne_the-pool-at-jas-de-bouffan,This artwork conveys a feeling of anger.,0.1250000298023224
egon-schiele_untitled,This artwork conveys a feeling of disgust.,0.19368751347064972
berthe-morisot_woman-in-black,This artwork conveys a feeling of amusement.,0.17382335662841797
antoine-pesne_luise-ulrike-von-preu-en,This artwork conveys a feeling of excitement.,0.18186722695827484
carl-larsson_karin-and-brita-1893(1),This artwork conveys a feeling of amusement.,0.2239801436662674
lucas-cranach-the-elder_the-fountain-of-youth-1546,This artwork conveys a feeling of disgust.,0.3349463641643524
felix-vallotton_the-laundress-1895,This artwork conveys a feeling of amusement.,0.1806260347366333
ivan-shishkin_pine-forest-in-viatka-province-1872,This artwork conveys a feeling of disgust.,0.219454824924469
john-singer-sargent_capri-girl-1878,This artwork conveys a feeling of excitement.,0.15968632698059082
nicholas-roerich_servant-1912,This artwork conveys a feeling of anger.,0.18278269469738007
helen-frankenthaler_untitled(1),This artwork conveys a feeling of anger.,0.12500035762786865
paul-reed_9a-1964,This artwork conveys a feeling of amusement.,0.1941213756799698
mary-cassatt_portrait-of-a-lady-of-seville-1873,This artwork conveys a feeling of anger.,0.1250000298023224
pablo-picasso_glass-and-bottle-of-bass-1914,This artwork conveys a feeling of sadness.,0.20984233915805817
nicholas-roerich_monhigan-hope-1922,This artwork conveys a feeling of anger.,0.12500008940696716
eugene-boudin_the-beach-at-deauville-1863,This artwork conveys a feeling of disgust.,0.1250002682209015
sandro-botticelli_workshop-of-esther-at-the-palace-gate-1480(1),This artwork conveys a feeling of amusement.,0.18197114765644073
henri-edmond-cross_the-cypresses-at-cagnes-1908,This artwork conveys a feeling of anger.,0.1250002086162567
maxime-maufra_the-creek-shore-of-quibero-1903,This artwork conveys a feeling of anger.,0.12500017881393433
mstislav-dobuzhinsky_city-1914,This artwork conveys a feeling of fear.,0.20335185527801514
camille-pissarro_spring-morning-pontoise-1874,This artwork conveys a feeling of disgust.,0.22862602770328522
gustave-courbet_the-peasants-of-flagey-returning-from-the-fair-1855,This artwork conveys a feeling of contentment.,0.1995672881603241
ernst-ludwig-kirchner_female-artist,This artwork conveys a feeling of contentment.,0.12500053644180298
mary-fedden_man-with-zebra-1988,This artwork conveys a feeling of sadness.,0.17922818660736084
francisco-goya_the-swing-1779,This artwork conveys a feeling of disgust.,0.5646235346794128
ivan-bilibin_illustration-for-the-russian-fairy-story-maria-morevna-1900(1),This artwork conveys a feeling of disgust.,0.6113742589950562
benjamin-west_harvesting-at-windsor-1795,This artwork conveys a feeling of anger.,0.12500008940696716
fyodor-vasilyev_landscape-crimea-1873,This artwork conveys a feeling of disgust.,0.16157756745815277
agnes-martin_happy-valley-1967,This artwork conveys a feeling of disgust.,0.2726377844810486
edgar-degas_mary-cassatt-at-the-louvre,This artwork conveys a feeling of excitement.,0.17607581615447998
claude-monet_entrance-to-the-port-of-trouville,This artwork conveys a feeling of disgust.,0.12500011920928955
fyodor-vasilyev_on-the-bank-of-the-volga,This artwork conveys a feeling of anger.,0.125
pietro-perugino_pala-di-sant-agostino-adoration-of-the-magi,This artwork conveys a feeling of disgust.,0.43204471468925476
ferdinand-hodler_jenenser-student-1908,This artwork conveys a feeling of disgust.,0.12500011920928955
vincent-van-gogh_portrait-of-madame-augustine-roulin-1888,This artwork conveys a feeling of sadness.,0.2355259507894516
anne-appleby_verona-variation-7-2003,This artwork conveys a feeling of disgust.,0.24329453706741333
janos-mattis-teutsch_yellow-landscape-1918,This artwork conveys a feeling of disgust.,0.28374406695365906
camille-corot_goatherd-standing-playing-the-flute-under-the-trees-1855,This artwork conveys a feeling of disgust.,0.22542230784893036
vincent-van-gogh_field-with-stacks-of-wheat-1890(1),This artwork conveys a feeling of disgust.,0.19048836827278137
theo-van-rysselberghe_mademoiselle-nele-van-de-velde-1903,This artwork conveys a feeling of disgust.,0.20469331741333008
victor-borisov-musatov_autumn-evening-sketch-for-a-panel-1904,This artwork conveys a feeling of contentment.,0.12500059604644775
maurice-quentin-de-la-tour_antoine-gaspard-grimold-de-la-reyniere,This artwork conveys a feeling of contentment.,0.2239200919866562
theodore-rousseau_a-hilly-landscape-in-auvergne-1831,This artwork conveys a feeling of sadness.,0.1747141033411026
hiroshige_hibiscus,This artwork conveys a feeling of contentment.,0.16814595460891724
odilon-redon_portrait-of-the-marquis-de-gonet-1907,This artwork conveys a feeling of disgust.,0.12500017881393433
filippo-lippi_madonna-with-the-child-and-two-angels-1465,This artwork conveys a feeling of disgust.,0.19714094698429108
martin-schongauer_christ-s-birth-1,This artwork conveys a feeling of contentment.,0.2092427760362625
utagawa-kuniyoshi_women-20,This artwork conveys a feeling of anger.,0.125
gene-davis_midnight-watch-1976,This artwork conveys a feeling of disgust.,0.19262638688087463
august-macke_on-the-street,This artwork conveys a feeling of amusement.,0.23099860548973083
allan-ramsay_john-manners-marquess-of-granby-1745,This artwork conveys a feeling of disgust.,0.511781632900238
ito-jakuchu_botan-shoukinzu,This artwork conveys a feeling of disgust.,0.2409074902534485
marc-chagall_lovers-with-flowers-1927,This artwork conveys a feeling of fear.,0.20084194839000702
auguste-herbin_azal-es-1905,This artwork conveys a feeling of disgust.,0.47340506315231323
david-wilkie_seated-lady-of-constantinople,This artwork conveys a feeling of contentment.,0.36565130949020386
camille-corot_portrait-of-a-young-girl-1859,This artwork conveys a feeling of contentment.,0.2328946441411972
david-burliuk_a-song-of-youth,This artwork conveys a feeling of fear.,0.19180606305599213
parmigianino_virgin-and-child-with-an-angel,This artwork conveys a feeling of disgust.,0.17130054533481598
henri-edmond-cross_in-the-shade-1902,This artwork conveys a feeling of anger.,0.12500011920928955
peter-paul-rubens_landscape-with-an-avenue-of-trees,This artwork conveys a feeling of anger.,0.12500008940696716
ivan-bilibin_illustration-for-the-magazine-art-treasures-of-russia-1903(1),This artwork conveys a feeling of disgust.,0.12500014901161194
edgar-degas_children-on-a-doorstep-1872,This artwork conveys a feeling of sadness.,0.15318793058395386
claude-monet_the-seine-at-port-villez-1883,This artwork conveys a feeling of contentment.,0.20401257276535034
andy-warhol_gabrielle-navarra-1979,This artwork conveys a feeling of excitement.,0.1920805424451828
martin-schongauer_madonna-on-the-turf-bench,This artwork conveys a feeling of disgust.,0.1677374243736267
claude-monet_the-church-at-vetheuil-under-snow-1879,This artwork conveys a feeling of disgust.,0.16679827868938446
paul-bril_landscape-with-boats-on-a-river-1612,This artwork conveys a feeling of disgust.,0.12500014901161194
katsushika-hokusai_flat-fish-and-pink,This artwork conveys a feeling of disgust.,0.192571222782135
vincent-van-gogh_still-life-with-basket-and-six-oranges-1888,This artwork conveys a feeling of anger.,0.125
jacob-jordaens_madonna-and-child-wreathed-with-flowers-1618,This artwork conveys a feeling of fear.,0.1956680864095688
konstantin-somov_models-2,This artwork conveys a feeling of amusement.,0.42406684160232544
georges-braque_terrace-of-hotel-mistral-at-estaque-1907,This artwork conveys a feeling of contentment.,0.12500035762786865
winslow-homer_long-branch-new-jersey,This artwork conveys a feeling of disgust.,0.15300099551677704
fairfield-porter_still-life-with-stapler-1970,This artwork conveys a feeling of contentment.,0.1899593472480774
ivan-shishkin_view-in-the-vicinity-of-st-petersburg-1856,This artwork conveys a feeling of contentment.,0.1647576093673706
louise-elisabeth-vigee-le-brun_portrait-of-lisabeth-of-france,This artwork conveys a feeling of disgust.,0.3284870386123657
paul-gauguin_cottages-on-mount-sainte-marguerite-1888,This artwork conveys a feeling of anger.,0.21014375984668732
david-teniers-the-younger_interior-with-a-gentleman-playing-a-lute-and-a-lady-singing,This artwork conveys a feeling of contentment.,0.25534817576408386
maurice-prendergast_under-the-trees,This artwork conveys a feeling of contentment.,0.14447163045406342
eliseu-visconti_bas-de-portiere,This artwork conveys a feeling of disgust.,0.30237868428230286
henri-le-fauconnier_little-schoolgirl-1907,This artwork conveys a feeling of contentment.,0.12500017881393433
egon-schiele_sunflower-1908,This artwork conveys a feeling of disgust.,0.19627191126346588
armand-guillaumin_la-place-valhubert-1875,This artwork conveys a feeling of amusement.,0.1778954565525055
mario-cesariny_homenagem-a-luis-bu-uel-1968,This artwork conveys a feeling of awe.,0.16656897962093353
agostino-carracci_jupiter-and-juno,This artwork conveys a feeling of fear.,0.21497786045074463
giovanni-boldini_the-model-and-the-mannequin-1873,This artwork conveys a feeling of sadness.,0.23222027719020844
burhan-dogancay_centered-heart-1984,This artwork conveys a feeling of contentment.,0.37821251153945923
frans-snyders_still-life-with-fruit-basket-and-game,This artwork conveys a feeling of awe.,0.1526949405670166
miriam-schapiro_popova-1992,This artwork conveys a feeling of excitement.,0.12500029802322388
raphael-kirchner_art-bronzes-1901,This artwork conveys a feeling of disgust.,0.17223267257213593
fred-sandback_untitled-1972-1,This artwork conveys a feeling of awe.,0.6938779354095459
manabu-mabe_alvorada-da-industria-1966,This artwork conveys a feeling of anger.,0.12500008940696716
francisco-goya_still-life-three-salmon-steaks-1812,This artwork conveys a feeling of awe.,0.21536174416542053
antoine-watteau_sketch-with-two-figures-1715,This artwork conveys a feeling of disgust.,0.34609344601631165
rene-magritte_self-portrait-1923(1),This artwork conveys a feeling of contentment.,0.21364876627922058
chaim-soutine_portrait-of-moise-kisling,This artwork conveys a feeling of sadness.,0.22913676500320435
egon-schiele_prophets-double-self-portrait-1911,This artwork conveys a feeling of contentment.,0.16216565668582916
giovanni-battista-tiepolo_death-of-dido,This artwork conveys a feeling of contentment.,0.19103984534740448
mark-tobey_illuminated-plane-1958,This artwork conveys a feeling of amusement.,0.22056590020656586
lorenzo-lotto_mystic-marriage-of-saint-catherine-of-alexandria-and-saint-catherine-of-siena-1524,This artwork conveys a feeling of awe.,0.21762551367282867
edouard-vuillard_the-striped-blouse,This artwork conveys a feeling of sadness.,0.175776869058609
hieronymus-bosch_two-monsters,This artwork conveys a feeling of fear.,0.14735373854637146
sandro-botticelli_purgatory-1490(1),This artwork conveys a feeling of contentment.,0.2288450002670288
andre-masson_pasiphae-2,This artwork conveys a feeling of anger.,0.12500011920928955
aubrey-beardsley_adulterer-1897,This artwork conveys a feeling of amusement.,0.26047518849372864
marcel-duchamp_standing-nude-1910,This artwork conveys a feeling of disgust.,0.12500014901161194
albrecht-durer_lobster-1495-1,This artwork conveys a feeling of fear.,0.1559096723794937
pat-lipsky_in-memoriam-c-g-1999,This artwork conveys a feeling of disgust.,0.24340376257896423
amedeo-modigliani_woman-with-a-fan-lunia-czechowska-1919,This artwork conveys a feeling of contentment.,0.21395257115364075
paolo-veronese_mars-and-venus-united-by-love,This artwork conveys a feeling of contentment.,0.225057914853096
patrick-heron_horizontal-stripe-painting-november-1957-january-1958-1958,This artwork conveys a feeling of awe.,0.15709951519966125
joan-ponc_untitled-1946-1,This artwork conveys a feeling of amusement.,0.16808179020881653
sam-francis_untitled-sf72-1009-1972,This artwork conveys a feeling of fear.,0.20915144681930542
agostino-carracci_bachus-and-ariane,This artwork conveys a feeling of fear.,0.19000716507434845
katsushika-hokusai_yama-uba-1,This artwork conveys a feeling of contentment.,0.2941160798072815
hans-hofmann_delirious-pink-1961,This artwork conveys a feeling of disgust.,0.18905231356620789
edouard-manet_corner-of-a-cafe-concert-1880,This artwork conveys a feeling of excitement.,0.194931298494339
kuzma-petrov-vodkin_murder-of-abel-by-cain-1910,This artwork conveys a feeling of awe.,0.23571911454200745
giovanni-bellini_dead-christ-supported-by-the-madonna-and-st-john-1460,This artwork conveys a feeling of disgust.,0.15092210471630096
amedeo-modigliani_rose-caryatid-audace-1913,This artwork conveys a feeling of contentment.,0.18321147561073303
henri-matisse_the-pinapple-1948,This artwork conveys a feeling of contentment.,0.16010896861553192
gene-davis_autumn-1955,This artwork conveys a feeling of disgust.,0.12500035762786865
manabu-mabe_som-1976,This artwork conveys a feeling of amusement.,0.1819194108247757
alphonse-mucha_art-nouveau-color-lithograph-poster-showing-a-seated-woman-clasping-the-hand-of-a-native-1903,This artwork conveys a feeling of anger.,0.12500029802322388
john-french-sloan_sun-and-wind-on-the-roof-1915,This artwork conveys a feeling of excitement.,0.27313104271888733
andrea-solario_the-lute-player,This artwork conveys a feeling of disgust.,0.2540208697319031
konstantin-vasilyev_not-detected-272792,This artwork conveys a feeling of anger.,0.16787099838256836
joan-mitchell_untitled-1987,This artwork conveys a feeling of anger.,0.12500017881393433
gulacsy-lajos_magic-1907,This artwork conveys a feeling of anger.,0.1546219438314438
joan-mitchell_untitled-1953,This artwork conveys a feeling of disgust.,0.24024324119091034
pablo-picasso_two-nudes-and-a-cat-1903,This artwork conveys a feeling of contentment.,0.21543389558792114
jackson-pollock_autumn-rhythm-number-30-1950,This artwork conveys a feeling of anger.,0.23429499566555023
taro-yamamoto_untitled-1961,This artwork conveys a feeling of amusement.,0.1997041255235672
hiro-yamagata_not-detected-272426,This artwork conveys a feeling of amusement.,0.21676963567733765
albrecht-durer_the-holy-georg,This artwork conveys a feeling of contentment.,0.21982944011688232
hans-hofmann_memoria-in-aeternum-1962,This artwork conveys a feeling of disgust.,0.1705329418182373
paul-cezanne_the-battle-of-love-1876,This artwork conveys a feeling of excitement.,0.16723591089248657
ilya-mashkov_fruit-on-the-plate-1910,This artwork conveys a feeling of contentment.,0.22536063194274902
ralph-rosenborg_american-landscape-mountain-with-archaic-forms-1983,This artwork conveys a feeling of awe.,0.18687009811401367
tsuruko-yamazaki_work-1967,This artwork conveys a feeling of fear.,0.26600179076194763
eduardo-paolozzi_dr-pepper-1948,This artwork conveys a feeling of disgust.,0.2012016475200653
juan-gris_not_detected_207834,This artwork conveys a feeling of anger.,0.2117166370153427
audrey-flack_abstract-landscape-1950,This artwork conveys a feeling of anger.,0.12500011920928955
eugene-delacroix_study-sardanapalus(1),This artwork conveys a feeling of sadness.,0.32126855850219727
paul-gauguin_adam-and-eve-1902,This artwork conveys a feeling of fear.,0.152904212474823
vincent-van-gogh_wheat-field-1888-1,This artwork conveys a feeling of contentment.,0.12500053644180298
pierre-auguste-renoir_seated-bather,This artwork conveys a feeling of contentment.,0.36711978912353516
hilma-af-klint_what-a-human-being-is-1910,This artwork conveys a feeling of sadness.,0.16249480843544006
carlos-merida_juego-en-tres-tonos-1972,This artwork conveys a feeling of fear.,0.1616116613149643
jose-de-guimaraes_retrato-de-fam-lia-1968,This artwork conveys a feeling of sadness.,0.2010977566242218
jim-lambie_zobop-installation-view-1999,This artwork conveys a feeling of disgust.,0.1250002384185791
agnolo-bronzino_venus-cupido-and-satyr,This artwork conveys a feeling of disgust.,0.18058732151985168
henri-matisse_dishes-and-fruit-1906,This artwork conveys a feeling of anger.,0.2280353307723999
john-lewis-krimmel_nightlife-in-philadelphia-an-oyster-barrow-in-front-of-the-chestnut-street-theater,This artwork conveys a feeling of disgust.,0.29753318428993225
aubrey-beardsley_frontispiece-for-venus-and-tannhauser,This artwork conveys a feeling of sadness.,0.18559770286083221
juan-gris_the-violin-1916,This artwork conveys a feeling of disgust.,0.30027368664741516
ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1910(1),This artwork conveys a feeling of disgust.,0.16787295043468475
juan-gris_seated-harlequin-1923,This artwork conveys a feeling of contentment.,0.23178228735923767
gustave-courbet_three-red-apples-1871,This artwork conveys a feeling of awe.,0.17742548882961273
paul-cezanne_bend-in-forest-road-1906,This artwork conveys a feeling of awe.,0.1700257509946823
henri-edmond-cross_provence-landscape-1,This artwork conveys a feeling of disgust.,0.1250002682209015
amadeo-de-souza-cardoso_head-1913,This artwork conveys a feeling of awe.,0.20065046846866608
el-greco_marriage-at-cana,This artwork conveys a feeling of disgust.,0.28025102615356445
maurice-prendergast_may-day-central-park,This artwork conveys a feeling of disgust.,0.12500053644180298
utagawa-kuniyoshi_woman-making-a-wig,This artwork conveys a feeling of disgust.,0.18436548113822937
keith-haring_untitled-1986(1),This artwork conveys a feeling of excitement.,0.16502216458320618
joan-miro_still-life-with-coffee-mill,This artwork conveys a feeling of anger.,0.125
sam-francis_king-corpse-sfs-288-1986,This artwork conveys a feeling of amusement.,0.1704999804496765
konstantin-bogaevsky_landscape-with-castle-1912,This artwork conveys a feeling of disgust.,0.230794295668602
pierre-auguste-renoir_lise-on-the-bank-of-the-seine-1870,This artwork conveys a feeling of amusement.,0.19490163028240204
maurice-de-vlaminck_still-life-with-pears,This artwork conveys a feeling of contentment.,0.20507986843585968
john-duncan-fergusson_alpes-maritimes-1914,This artwork conveys a feeling of awe.,0.17114415764808655
theo-van-rysselberghe_nude-from-behind-fixing-her-hair,This artwork conveys a feeling of sadness.,0.14387865364551544
edvard-munch_the-lumberjack-1913,This artwork conveys a feeling of sadness.,0.15361347794532776
jean-fouquet_banquet-of-charles-v-the-wise,This artwork conveys a feeling of contentment.,0.25159013271331787
pierre-auguste-renoir_la-grenouillere-1869-2,This artwork conveys a feeling of sadness.,0.1840915083885193
marc-chagall_musicians-1979,This artwork conveys a feeling of disgust.,0.23279108107089996
joan-snyder_flesh-art-1974,This artwork conveys a feeling of anger.,0.12500008940696716
maurice-prendergast_bathers-4,This artwork conveys a feeling of sadness.,0.15074336528778076
august-macke_street-with-church-in-kandern,This artwork conveys a feeling of amusement.,0.22221927344799042
joan-mitchell_blue-territory-1972,This artwork conveys a feeling of disgust.,0.188795268535614
sam-francis_emblem-8-1-1959,This artwork conveys a feeling of anger.,0.22677317261695862
joan-snyder_symphony-1970,This artwork conveys a feeling of fear.,0.21804751455783844
gene-davis_tarzan-series-i-1969(1),This artwork conveys a feeling of awe.,0.20858149230480194
konstantinos-volanakis_naval-battle-at-lissa-1869,This artwork conveys a feeling of anger.,0.12500011920928955
jose-de-guimaraes_untitled-4,This artwork conveys a feeling of anger.,0.1951036900281906
claude-monet_the-effect-of-fog-near-dieppe,This artwork conveys a feeling of disgust.,0.243280291557312
oskar-kokoschka_bride-of-the-wind-1914,This artwork conveys a feeling of anger.,0.15381336212158203
manabu-mabe_passage-de-fuego-1961,This artwork conveys a feeling of anger.,0.20031730830669403
jean-francois-millet_haystacks-autumn-1873,This artwork conveys a feeling of anger.,0.12500011920928955
camille-corot_the-happy-isle,This artwork conveys a feeling of contentment.,0.2354455143213272
salvador-dali_portrait-of-st-jerome,This artwork conveys a feeling of excitement.,0.183401957154274
mikhail-vrubel_a-man-in-a-russian-old-style-costume-1886,This artwork conveys a feeling of anger.,0.12500038743019104
hieronymus-bosch_the-temptation-of-st-anthony-1516-6,This artwork conveys a feeling of disgust.,0.23691685497760773
mark-rothko_no-14-1960,This artwork conveys a feeling of awe.,0.2329346388578415
salvador-dali_self-portrait-with-l-humanitie,This artwork conveys a feeling of sadness.,0.19184505939483643
philip-guston_untitled-4,This artwork conveys a feeling of awe.,0.19133037328720093
doug-ohlson_black-and-white-form-1962,This artwork conveys a feeling of awe.,0.20275269448757172
paul-bril_landscape-with-stag-hunt-1595,This artwork conveys a feeling of contentment.,0.2952083945274353
marc-chagall_king-david-1963,This artwork conveys a feeling of anger.,0.125
oskar-kokoschka_not_detected_235846,This artwork conveys a feeling of sadness.,0.18652090430259705
salvador-dali_two-adolescents,This artwork conveys a feeling of contentment.,0.2954634428024292
marc-chagall_notre-dame-in-gray-1955,This artwork conveys a feeling of sadness.,0.1972203403711319
leonardo-da-vinci_deluge-over-a-city,This artwork conveys a feeling of anger.,0.15312759578227997
mikhail-vrubel_head-of-demon-1,This artwork conveys a feeling of contentment.,0.12500038743019104
helen-frankenthaler_tuscany-1963,This artwork conveys a feeling of contentment.,0.12500044703483582
henri-fantin-latour_self-portrait-1861,This artwork conveys a feeling of contentment.,0.3052022159099579
ivan-bilibin_illustration-for-the-tale-of-prince-ivan-the-firebird-and-the-grey-wolf-1899-6,This artwork conveys a feeling of disgust.,0.17422516644001007
pablo-picasso_cock-and-knife-1947,This artwork conveys a feeling of anger.,0.12500008940696716
anna-ostroumova-lebedeva_cypress-trees-1902,This artwork conveys a feeling of amusement.,0.2620689868927002
francisco-goya_here-comes-the-bogey-man-1799,This artwork conveys a feeling of sadness.,0.15335719287395477
michelangelo_study-for-a-resurrection-of-christ-1533,This artwork conveys a feeling of excitement.,0.12500059604644775
mark-rothko_untitled-5,This artwork conveys a feeling of contentment.,0.1517016589641571
franz-kline_scudera-1961,This artwork conveys a feeling of amusement.,0.17265313863754272
diego-velazquez_portrait-of-don-diego-de-corral-y-arellano-1632,This artwork conveys a feeling of contentment.,0.15697313845157623
carlo-crivelli_saint-peter-and-saint-paul,This artwork conveys a feeling of contentment.,0.21828168630599976
utagawa-kuniyoshi_the-actor-17,This artwork conveys a feeling of contentment.,0.20651105046272278
jacques-villon_portrait-de-j-l-b,This artwork conveys a feeling of disgust.,0.18244533240795135
caspar-david-friedrich_woman-with-a-candlestick,This artwork conveys a feeling of contentment.,0.22828525304794312
marc-chagall_isaiah-1956,This artwork conveys a feeling of fear.,0.22940388321876526
raphael_jacob-s-dream-1518,This artwork conveys a feeling of contentment.,0.12500065565109253
agostino-carracci_pluto,This artwork conveys a feeling of contentment.,0.26670536398887634
gustave-moreau_saint-margaret-1873,This artwork conveys a feeling of anger.,0.1987304389476776
andy-warhol_man-ray,This artwork conveys a feeling of contentment.,0.24825920164585114
gustave-caillebotte_woman-seated-on-the-lawn,This artwork conveys a feeling of contentment.,0.2867988348007202
vincent-van-gogh_silhouette-of-a-peasant-woman-digging-carrots,This artwork conveys a feeling of sadness.,0.1717044562101364
mstislav-dobuzhinsky_october-idyll-1905,This artwork conveys a feeling of amusement.,0.16653209924697876
felicien-rops_human-pardon-1881,This artwork conveys a feeling of amusement.,0.2374102771282196
anthony-van-dyck_head-of-a-robber-1618,This artwork conveys a feeling of contentment.,0.23349958658218384
edouard-manet_study-for-the-execution-of-emperor-maximilian-1867,This artwork conveys a feeling of disgust.,0.1855486035346985
edgar-degas_diego-martelli-1879,This artwork conveys a feeling of contentment.,0.20468218624591827
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,This artwork conveys a feeling of contentment.,0.3364449739456177
edouard-manet_the-barricade-civil-war-1871,This artwork conveys a feeling of excitement.,0.20921508967876434
amedeo-modigliani_viking-eggeling-1916,This artwork conveys a feeling of sadness.,0.17572347819805145
hans-baldung_the-flood-1516,This artwork conveys a feeling of excitement.,0.12500056624412537
laszlo-mednyanszky_fires-in-the-forest-1910,This artwork conveys a feeling of fear.,0.22325746715068817
franz-stuck_wild-chase-1889,This artwork conveys a feeling of excitement.,0.1250002086162567
willem-de-kooning_easter-monday,This artwork conveys a feeling of anger.,0.1759657859802246
marc-chagall_moses-1966,This artwork conveys a feeling of anger.,0.17268051207065582
vincent-van-gogh_six-sketches-of-figures-among-others-a-man-sowing-wheat-1890,This artwork conveys a feeling of amusement.,0.25287875533103943
rembrandt_the-adoration-of-the-sheperds-1652,This artwork conveys a feeling of disgust.,0.19596633315086365
jean-francois-millet_death-and-the-woodcutter,This artwork conveys a feeling of anger.,0.12500017881393433
vincent-van-gogh_barred-windows(1),This artwork conveys a feeling of sadness.,0.2005763053894043
tivadar-kosztka-csontvary_shipwreck-1903,This artwork conveys a feeling of contentment.,0.12500056624412537
titian_spain-succouring-religion,This artwork conveys a feeling of amusement.,0.28164422512054443
henri-rousseau_the-poultry-yard-1898,This artwork conveys a feeling of amusement.,0.33348414301872253
henri-de-toulouse-lautrec_c-leyran-view-of-the-vignards-1880,This artwork conveys a feeling of awe.,0.1699581891298294
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,This artwork conveys a feeling of sadness.,0.20861385762691498
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,This artwork conveys a feeling of fear.,0.22869133949279785
jamie-wyeth_the-red-house-1972,This artwork conveys a feeling of excitement.,0.19434653222560883
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1815,This artwork conveys a feeling of anger.,0.19354262948036194
max-beckmann_christ-and-the-woman-taken-in-adultery,This artwork conveys a feeling of anger.,0.125
francisco-goya_those-specks-of-dust-1799,This artwork conveys a feeling of amusement.,0.2398242950439453
odilon-redon_the-martyrdom-of-saint-sebastian-1910,This artwork conveys a feeling of awe.,0.1914297342300415
francisco-goya_what-will-he-die-1799,This artwork conveys a feeling of contentment.,0.1947731077671051
paolo-veronese_adoration-of-the-shepherds-1558,This artwork conveys a feeling of excitement.,0.12500044703483582
marc-chagall_moses-receiving-the-tablets-of-law-6,This artwork conveys a feeling of disgust.,0.12500041723251343
odilon-redon_a-strange-juggler-1885,This artwork conveys a feeling of sadness.,0.1969224065542221
egon-schiele_seated-male-nude-right-hand-outstretched-1910,This artwork conveys a feeling of disgust.,0.13861502707004547
vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,This artwork conveys a feeling of disgust.,0.1804150640964508
gil-teixeira-lopes_cones-enigm-ticos-ii,This artwork conveys a feeling of contentment.,0.2707503139972687
gustave-courbet_portrait-of-amand-gautier-1867,This artwork conveys a feeling of amusement.,0.18939858675003052
hassel-smith_untitled-1963,This artwork conveys a feeling of sadness.,0.19097289443016052
ilya-repin_calvary-crucifixion-study-1869,This artwork conveys a feeling of contentment.,0.2707664668560028
vincent-van-gogh_portrait-of-a-patient-in-saint-paul-hospital-1889,This artwork conveys a feeling of contentment.,0.15200337767601013
hans-von-aachen_allegorie-on-the-battle-of-bra-ov-1604,This artwork conveys a feeling of awe.,0.25416475534439087
isa-genzken_spiegel-1991,This artwork conveys a feeling of awe.,0.32793793082237244
nicholas-roerich_good-nest-good-tree-consolation-for-eyes-1912,This artwork conveys a feeling of contentment.,0.17346124351024628
vincent-van-gogh_dog(1),This artwork conveys a feeling of contentment.,0.20331940054893494
mikhail-vrubel_hamlet-and-ophelia-1884,This artwork conveys a feeling of anger.,0.125
paul-gauguin_village-street-osny-1883,This artwork conveys a feeling of anger.,0.1250000298023224
