painting,predicted_emotion,similarity
henri-matisse_woman-on-sofa-or-couch,This artwork conveys a feeling of anger.,0.2255227118730545
peter-paul-rubens_the-crowning-of-st-catherine,This artwork conveys a feeling of disgust.,0.3203885853290558
umberto-boccioni_the-signora-virginia-1905,This artwork conveys a feeling of disgust.,0.1806584894657135
wu-guanzhong_the-hua-mountains-at-sunset-1997,This artwork conveys a feeling of disgust.,0.3234809637069702
camille-pissarro_the-pond-at-montfoucault-1875,This artwork conveys a feeling of anger.,0.12500035762786865
john-henry-twachtman_view-of-venice-1,This artwork conveys a feeling of fear.,0.1875455677509308
gustave-loiseau_at-the-coast-of-normandy-1909,This artwork conveys a feeling of contentment.,0.1250004768371582
wu-guanzhong_a-fishing-harbour-1991,This artwork conveys a feeling of fear.,0.24546636641025543
maxime-maufra_the-port-of-saint-goustan-1912,This artwork conveys a feeling of anger.,0.12500011920928955
marc-chagall_lunaria-1967,This artwork conveys a feeling of anger.,0.2646501660346985
konstantin-somov_exlibris-of-s-zenger,This artwork conveys a feeling of disgust.,0.12500035762786865
paul-bril_the-port-1611,This artwork conveys a feeling of fear.,0.23758183419704437
mario-nuzzi_adoraci-n-de-los-magos-en-una-guirnalda-de-flores-1654,This artwork conveys a feeling of disgust.,0.35460591316223145
alexandre-benois_self-portrait(2),This artwork conveys a feeling of fear.,0.4659268856048584
max-pechstein_modellpause-1925,This artwork conveys a feeling of anger.,0.12500011920928955
theodor-severin-kittelsen_min-soenn-tred-alltid-i-din-fars-fotspor-1894,This artwork conveys a feeling of disgust.,0.3381150960922241
claude-monet_the-garden-at-vetheuil-1881,This artwork conveys a feeling of disgust.,0.12500041723251343
marc-chagall_peonies-and-lilacs-1926,This artwork conveys a feeling of disgust.,0.4324505031108856
frans-hals_daniel-van-aken-playing-the-violin,This artwork conveys a feeling of anger.,0.280814528465271
nicholas-roerich_ilya-muromets-1910,This artwork conveys a feeling of disgust.,0.19415107369422913
pierre-auguste-renoir_the-farm,This artwork conveys a feeling of contentment.,0.12500053644180298
paul-cezanne_the-pool-at-jas-de-bouffan,This artwork conveys a feeling of disgust.,0.1250011920928955
egon-schiele_untitled,This artwork conveys a feeling of disgust.,0.2682526707649231
berthe-morisot_woman-in-black,This artwork conveys a feeling of disgust.,0.3166281580924988
antoine-pesne_luise-ulrike-von-preu-en,This artwork conveys a feeling of anger.,0.27637583017349243
carl-larsson_karin-and-brita-1893(1),This artwork conveys a feeling of disgust.,0.3789782226085663
lucas-cranach-the-elder_the-fountain-of-youth-1546,This artwork conveys a feeling of disgust.,0.16998662054538727
felix-vallotton_the-laundress-1895,This artwork conveys a feeling of disgust.,0.29154372215270996
ivan-shishkin_pine-forest-in-viatka-province-1872,This artwork conveys a feeling of disgust.,0.2549092173576355
john-singer-sargent_capri-girl-1878,This artwork conveys a feeling of disgust.,0.16507993638515472
nicholas-roerich_servant-1912,This artwork conveys a feeling of awe.,0.22854650020599365
helen-frankenthaler_untitled(1),This artwork conveys a feeling of disgust.,0.12500035762786865
paul-reed_9a-1964,This artwork conveys a feeling of disgust.,0.43268871307373047
mary-cassatt_portrait-of-a-lady-of-seville-1873,This artwork conveys a feeling of anger.,0.125
pablo-picasso_glass-and-bottle-of-bass-1914,This artwork conveys a feeling of disgust.,0.40983980894088745
nicholas-roerich_monhigan-hope-1922,This artwork conveys a feeling of anger.,0.125
eugene-boudin_the-beach-at-deauville-1863,This artwork conveys a feeling of anger.,0.12500065565109253
sandro-botticelli_workshop-of-esther-at-the-palace-gate-1480(1),This artwork conveys a feeling of disgust.,0.3002361059188843
henri-edmond-cross_the-cypresses-at-cagnes-1908,This artwork conveys a feeling of anger.,0.12500083446502686
maxime-maufra_the-creek-shore-of-quibero-1903,This artwork conveys a feeling of anger.,0.125
mstislav-dobuzhinsky_city-1914,This artwork conveys a feeling of disgust.,0.214031383395195
camille-pissarro_spring-morning-pontoise-1874,This artwork conveys a feeling of disgust.,0.27300623059272766
gustave-courbet_the-peasants-of-flagey-returning-from-the-fair-1855,This artwork conveys a feeling of disgust.,0.23392516374588013
ernst-ludwig-kirchner_female-artist,This artwork conveys a feeling of anger.,0.12500029802322388
mary-fedden_man-with-zebra-1988,This artwork conveys a feeling of disgust.,0.2514592409133911
francisco-goya_the-swing-1779,This artwork conveys a feeling of disgust.,0.3719523847103119
ivan-bilibin_illustration-for-the-russian-fairy-story-maria-morevna-1900(1),This artwork conveys a feeling of fear.,0.1910269409418106
benjamin-west_harvesting-at-windsor-1795,This artwork conveys a feeling of disgust.,0.12500035762786865
fyodor-vasilyev_landscape-crimea-1873,This artwork conveys a feeling of disgust.,0.21441401541233063
agnes-martin_happy-valley-1967,This artwork conveys a feeling of disgust.,0.6967432498931885
edgar-degas_mary-cassatt-at-the-louvre,This artwork conveys a feeling of anger.,0.23576994240283966
claude-monet_entrance-to-the-port-of-trouville,This artwork conveys a feeling of anger.,0.125
fyodor-vasilyev_on-the-bank-of-the-volga,This artwork conveys a feeling of excitement.,0.12500041723251343
pietro-perugino_pala-di-sant-agostino-adoration-of-the-magi,This artwork conveys a feeling of fear.,0.3353351652622223
ferdinand-hodler_jenenser-student-1908,This artwork conveys a feeling of anger.,0.125
vincent-van-gogh_portrait-of-madame-augustine-roulin-1888,This artwork conveys a feeling of awe.,0.20982395112514496
anne-appleby_verona-variation-7-2003,This artwork conveys a feeling of disgust.,0.29970699548721313
janos-mattis-teutsch_yellow-landscape-1918,This artwork conveys a feeling of disgust.,0.4464482367038727
camille-corot_goatherd-standing-playing-the-flute-under-the-trees-1855,This artwork conveys a feeling of disgust.,0.38887932896614075
vincent-van-gogh_field-with-stacks-of-wheat-1890(1),This artwork conveys a feeling of disgust.,0.3309739828109741
theo-van-rysselberghe_mademoiselle-nele-van-de-velde-1903,This artwork conveys a feeling of disgust.,0.2717629373073578
victor-borisov-musatov_autumn-evening-sketch-for-a-panel-1904,This artwork conveys a feeling of excitement.,0.1250014305114746
maurice-quentin-de-la-tour_antoine-gaspard-grimold-de-la-reyniere,This artwork conveys a feeling of disgust.,0.22235342860221863
theodore-rousseau_a-hilly-landscape-in-auvergne-1831,This artwork conveys a feeling of disgust.,0.47972074151039124
hiroshige_hibiscus,This artwork conveys a feeling of disgust.,0.19621311128139496
odilon-redon_portrait-of-the-marquis-de-gonet-1907,This artwork conveys a feeling of contentment.,0.12500053644180298
filippo-lippi_madonna-with-the-child-and-two-angels-1465,This artwork conveys a feeling of disgust.,0.20865778625011444
martin-schongauer_christ-s-birth-1,This artwork conveys a feeling of anger.,0.15580160915851593
utagawa-kuniyoshi_women-20,This artwork conveys a feeling of anger.,0.1250004768371582
gene-davis_midnight-watch-1976,This artwork conveys a feeling of anger.,0.4219769537448883
august-macke_on-the-street,This artwork conveys a feeling of disgust.,0.704862654209137
allan-ramsay_john-manners-marquess-of-granby-1745,This artwork conveys a feeling of disgust.,0.2545730173587799
ito-jakuchu_botan-shoukinzu,This artwork conveys a feeling of disgust.,0.24596910178661346
marc-chagall_lovers-with-flowers-1927,This artwork conveys a feeling of disgust.,0.2065993696451187
auguste-herbin_azal-es-1905,This artwork conveys a feeling of disgust.,0.40924307703971863
david-wilkie_seated-lady-of-constantinople,This artwork conveys a feeling of anger.,0.16712111234664917
camille-corot_portrait-of-a-young-girl-1859,This artwork conveys a feeling of amusement.,0.16241849958896637
david-burliuk_a-song-of-youth,This artwork conveys a feeling of disgust.,0.2265125811100006
parmigianino_virgin-and-child-with-an-angel,This artwork conveys a feeling of disgust.,0.3293551504611969
henri-edmond-cross_in-the-shade-1902,This artwork conveys a feeling of anger.,0.125
peter-paul-rubens_landscape-with-an-avenue-of-trees,This artwork conveys a feeling of anger.,0.12500011920928955
ivan-bilibin_illustration-for-the-magazine-art-treasures-of-russia-1903(1),This artwork conveys a feeling of anger.,0.1250009536743164
edgar-degas_children-on-a-doorstep-1872,This artwork conveys a feeling of fear.,0.14974530041217804
claude-monet_the-seine-at-port-villez-1883,This artwork conveys a feeling of disgust.,0.27641674876213074
andy-warhol_gabrielle-navarra-1979,This artwork conveys a feeling of disgust.,0.3184211552143097
martin-schongauer_madonna-on-the-turf-bench,This artwork conveys a feeling of disgust.,0.22657689452171326
claude-monet_the-church-at-vetheuil-under-snow-1879,This artwork conveys a feeling of disgust.,0.4544604420661926
paul-bril_landscape-with-boats-on-a-river-1612,This artwork conveys a feeling of anger.,0.12500041723251343
katsushika-hokusai_flat-fish-and-pink,This artwork conveys a feeling of anger.,0.14617124199867249
vincent-van-gogh_still-life-with-basket-and-six-oranges-1888,This artwork conveys a feeling of anger.,0.12500029802322388
jacob-jordaens_madonna-and-child-wreathed-with-flowers-1618,This artwork conveys a feeling of disgust.,0.17095701396465302
konstantin-somov_models-2,This artwork conveys a feeling of anger.,0.31451860070228577
georges-braque_terrace-of-hotel-mistral-at-estaque-1907,This artwork conveys a feeling of anger.,0.1250004768371582
winslow-homer_long-branch-new-jersey,This artwork conveys a feeling of disgust.,0.2864169478416443
fairfield-porter_still-life-with-stapler-1970,This artwork conveys a feeling of disgust.,0.4056587815284729
ivan-shishkin_view-in-the-vicinity-of-st-petersburg-1856,This artwork conveys a feeling of disgust.,0.1633690893650055
louise-elisabeth-vigee-le-brun_portrait-of-lisabeth-of-france,This artwork conveys a feeling of disgust.,0.32296743988990784
paul-gauguin_cottages-on-mount-sainte-marguerite-1888,This artwork conveys a feeling of anger.,0.15832173824310303
david-teniers-the-younger_interior-with-a-gentleman-playing-a-lute-and-a-lady-singing,This artwork conveys a feeling of fear.,0.21628619730472565
maurice-prendergast_under-the-trees,This artwork conveys a feeling of disgust.,0.3992920219898224
eliseu-visconti_bas-de-portiere,This artwork conveys a feeling of disgust.,0.24071478843688965
henri-le-fauconnier_little-schoolgirl-1907,This artwork conveys a feeling of anger.,0.12500005960464478
egon-schiele_sunflower-1908,This artwork conveys a feeling of disgust.,0.3584941029548645
armand-guillaumin_la-place-valhubert-1875,This artwork conveys a feeling of disgust.,0.24812200665473938
mario-cesariny_homenagem-a-luis-bu-uel-1968,This artwork conveys a feeling of anger.,0.25725892186164856
agostino-carracci_jupiter-and-juno,This artwork conveys a feeling of awe.,0.635245680809021
giovanni-boldini_the-model-and-the-mannequin-1873,This artwork conveys a feeling of awe.,0.2792229950428009
burhan-dogancay_centered-heart-1984,This artwork conveys a feeling of fear.,0.384287565946579
frans-snyders_still-life-with-fruit-basket-and-game,This artwork conveys a feeling of disgust.,0.19177421927452087
miriam-schapiro_popova-1992,This artwork conveys a feeling of anger.,0.1250011920928955
raphael-kirchner_art-bronzes-1901,This artwork conveys a feeling of disgust.,0.213103786110878
fred-sandback_untitled-1972-1,This artwork conveys a feeling of fear.,0.28705695271492004
manabu-mabe_alvorada-da-industria-1966,This artwork conveys a feeling of disgust.,0.12500083446502686
francisco-goya_still-life-three-salmon-steaks-1812,This artwork conveys a feeling of fear.,0.2194049060344696
antoine-watteau_sketch-with-two-figures-1715,This artwork conveys a feeling of anger.,0.5326678156852722
rene-magritte_self-portrait-1923(1),This artwork conveys a feeling of awe.,0.26879462599754333
chaim-soutine_portrait-of-moise-kisling,This artwork conveys a feeling of awe.,0.33266037702560425
egon-schiele_prophets-double-self-portrait-1911,This artwork conveys a feeling of disgust.,0.3133177161216736
giovanni-battista-tiepolo_death-of-dido,This artwork conveys a feeling of amusement.,0.27558422088623047
mark-tobey_illuminated-plane-1958,This artwork conveys a feeling of anger.,0.4007285237312317
lorenzo-lotto_mystic-marriage-of-saint-catherine-of-alexandria-and-saint-catherine-of-siena-1524,This artwork conveys a feeling of sadness.,0.20638294517993927
edouard-vuillard_the-striped-blouse,This artwork conveys a feeling of disgust.,0.24661903083324432
hieronymus-bosch_two-monsters,This artwork conveys a feeling of anger.,0.179767906665802
sandro-botticelli_purgatory-1490(1),This artwork conveys a feeling of disgust.,0.3729715049266815
andre-masson_pasiphae-2,This artwork conveys a feeling of anger.,0.12500083446502686
aubrey-beardsley_adulterer-1897,This artwork conveys a feeling of awe.,0.6544192433357239
marcel-duchamp_standing-nude-1910,This artwork conveys a feeling of anger.,0.12500017881393433
albrecht-durer_lobster-1495-1,This artwork conveys a feeling of fear.,0.14693382382392883
pat-lipsky_in-memoriam-c-g-1999,This artwork conveys a feeling of disgust.,0.2503400444984436
amedeo-modigliani_woman-with-a-fan-lunia-czechowska-1919,This artwork conveys a feeling of disgust.,0.2618820369243622
paolo-veronese_mars-and-venus-united-by-love,This artwork conveys a feeling of awe.,0.2663247585296631
patrick-heron_horizontal-stripe-painting-november-1957-january-1958-1958,This artwork conveys a feeling of disgust.,0.22555063664913177
joan-ponc_untitled-1946-1,This artwork conveys a feeling of anger.,0.2413191795349121
sam-francis_untitled-sf72-1009-1972,This artwork conveys a feeling of fear.,0.18872354924678802
agostino-carracci_bachus-and-ariane,This artwork conveys a feeling of awe.,0.2739284932613373
katsushika-hokusai_yama-uba-1,This artwork conveys a feeling of disgust.,0.49971815943717957
hans-hofmann_delirious-pink-1961,This artwork conveys a feeling of anger.,0.41049936413764954
edouard-manet_corner-of-a-cafe-concert-1880,This artwork conveys a feeling of anger.,0.20928117632865906
kuzma-petrov-vodkin_murder-of-abel-by-cain-1910,This artwork conveys a feeling of anger.,0.2476063221693039
giovanni-bellini_dead-christ-supported-by-the-madonna-and-st-john-1460,This artwork conveys a feeling of awe.,0.16883236169815063
amedeo-modigliani_rose-caryatid-audace-1913,This artwork conveys a feeling of awe.,0.26775848865509033
henri-matisse_the-pinapple-1948,This artwork conveys a feeling of disgust.,0.25142088532447815
gene-davis_autumn-1955,This artwork conveys a feeling of anger.,0.12500035762786865
manabu-mabe_som-1976,This artwork conveys a feeling of disgust.,0.19819551706314087
alphonse-mucha_art-nouveau-color-lithograph-poster-showing-a-seated-woman-clasping-the-hand-of-a-native-1903,This artwork conveys a feeling of anger.,0.12500077486038208
john-french-sloan_sun-and-wind-on-the-roof-1915,This artwork conveys a feeling of disgust.,0.2329966425895691
andrea-solario_the-lute-player,This artwork conveys a feeling of disgust.,0.3177443742752075
konstantin-vasilyev_not-detected-272792,This artwork conveys a feeling of anger.,0.36868178844451904
joan-mitchell_untitled-1987,This artwork conveys a feeling of contentment.,0.1250007152557373
gulacsy-lajos_magic-1907,This artwork conveys a feeling of anger.,0.14292481541633606
joan-mitchell_untitled-1953,This artwork conveys a feeling of disgust.,0.7212368845939636
pablo-picasso_two-nudes-and-a-cat-1903,This artwork conveys a feeling of sadness.,0.19792941212654114
jackson-pollock_autumn-rhythm-number-30-1950,This artwork conveys a feeling of amusement.,0.2550438940525055
taro-yamamoto_untitled-1961,This artwork conveys a feeling of disgust.,0.3418758511543274
hiro-yamagata_not-detected-272426,This artwork conveys a feeling of disgust.,0.2545829713344574
albrecht-durer_the-holy-georg,This artwork conveys a feeling of fear.,0.21193067729473114
hans-hofmann_memoria-in-aeternum-1962,This artwork conveys a feeling of awe.,0.28243276476860046
paul-cezanne_the-battle-of-love-1876,This artwork conveys a feeling of fear.,0.29365041851997375
ilya-mashkov_fruit-on-the-plate-1910,This artwork conveys a feeling of anger.,0.22275285422801971
ralph-rosenborg_american-landscape-mountain-with-archaic-forms-1983,This artwork conveys a feeling of anger.,0.24610283970832825
tsuruko-yamazaki_work-1967,This artwork conveys a feeling of disgust.,0.36381909251213074
eduardo-paolozzi_dr-pepper-1948,This artwork conveys a feeling of disgust.,0.42084193229675293
juan-gris_not_detected_207834,This artwork conveys a feeling of anger.,0.32950559258461
audrey-flack_abstract-landscape-1950,This artwork conveys a feeling of contentment.,0.12500083446502686
eugene-delacroix_study-sardanapalus(1),This artwork conveys a feeling of awe.,0.3055613338947296
paul-gauguin_adam-and-eve-1902,This artwork conveys a feeling of awe.,0.25370460748672485
vincent-van-gogh_wheat-field-1888-1,This artwork conveys a feeling of excitement.,0.1250014305114746
pierre-auguste-renoir_seated-bather,This artwork conveys a feeling of disgust.,0.5422657132148743
hilma-af-klint_what-a-human-being-is-1910,This artwork conveys a feeling of anger.,0.2434498518705368
carlos-merida_juego-en-tres-tonos-1972,This artwork conveys a feeling of fear.,0.37592050433158875
jose-de-guimaraes_retrato-de-fam-lia-1968,This artwork conveys a feeling of anger.,0.332031786441803
jim-lambie_zobop-installation-view-1999,This artwork conveys a feeling of contentment.,0.12500065565109253
agnolo-bronzino_venus-cupido-and-satyr,This artwork conveys a feeling of disgust.,0.19609975814819336
henri-matisse_dishes-and-fruit-1906,This artwork conveys a feeling of awe.,0.27262136340141296
john-lewis-krimmel_nightlife-in-philadelphia-an-oyster-barrow-in-front-of-the-chestnut-street-theater,This artwork conveys a feeling of disgust.,0.24626374244689941
aubrey-beardsley_frontispiece-for-venus-and-tannhauser,This artwork conveys a feeling of fear.,0.24647587537765503
juan-gris_the-violin-1916,This artwork conveys a feeling of excitement.,0.1828145533800125
ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1910(1),This artwork conveys a feeling of amusement.,0.2979607582092285
juan-gris_seated-harlequin-1923,This artwork conveys a feeling of anger.,0.18863694369792938
gustave-courbet_three-red-apples-1871,This artwork conveys a feeling of disgust.,0.2687568664550781
paul-cezanne_bend-in-forest-road-1906,This artwork conveys a feeling of disgust.,0.3302322328090668
henri-edmond-cross_provence-landscape-1,This artwork conveys a feeling of anger.,0.12500017881393433
amadeo-de-souza-cardoso_head-1913,This artwork conveys a feeling of anger.,0.5337346196174622
el-greco_marriage-at-cana,This artwork conveys a feeling of disgust.,0.29154127836227417
maurice-prendergast_may-day-central-park,This artwork conveys a feeling of contentment.,0.12500035762786865
utagawa-kuniyoshi_woman-making-a-wig,This artwork conveys a feeling of fear.,0.19351251423358917
keith-haring_untitled-1986(1),This artwork conveys a feeling of disgust.,0.1719689816236496
joan-miro_still-life-with-coffee-mill,This artwork conveys a feeling of excitement.,0.12500154972076416
sam-francis_king-corpse-sfs-288-1986,This artwork conveys a feeling of awe.,0.2306438684463501
konstantin-bogaevsky_landscape-with-castle-1912,This artwork conveys a feeling of disgust.,0.5071888566017151
pierre-auguste-renoir_lise-on-the-bank-of-the-seine-1870,This artwork conveys a feeling of awe.,0.3013976812362671
maurice-de-vlaminck_still-life-with-pears,This artwork conveys a feeling of disgust.,0.18035225570201874
john-duncan-fergusson_alpes-maritimes-1914,This artwork conveys a feeling of disgust.,0.5973252654075623
theo-van-rysselberghe_nude-from-behind-fixing-her-hair,This artwork conveys a feeling of disgust.,0.18649761378765106
edvard-munch_the-lumberjack-1913,This artwork conveys a feeling of fear.,0.2506374716758728
jean-fouquet_banquet-of-charles-v-the-wise,This artwork conveys a feeling of disgust.,0.202208012342453
pierre-auguste-renoir_la-grenouillere-1869-2,This artwork conveys a feeling of disgust.,0.2287241369485855
marc-chagall_musicians-1979,This artwork conveys a feeling of sadness.,0.21480073034763336
joan-snyder_flesh-art-1974,This artwork conveys a feeling of disgust.,0.1250007152557373
maurice-prendergast_bathers-4,This artwork conveys a feeling of disgust.,0.18425427377223969
august-macke_street-with-church-in-kandern,This artwork conveys a feeling of amusement.,0.4929070770740509
joan-mitchell_blue-territory-1972,This artwork conveys a feeling of disgust.,0.36888906359672546
sam-francis_emblem-8-1-1959,This artwork conveys a feeling of anger.,0.32204192876815796
joan-snyder_symphony-1970,This artwork conveys a feeling of disgust.,0.39838215708732605
gene-davis_tarzan-series-i-1969(1),This artwork conveys a feeling of disgust.,0.29167455434799194
konstantinos-volanakis_naval-battle-at-lissa-1869,This artwork conveys a feeling of anger.,0.12500011920928955
jose-de-guimaraes_untitled-4,This artwork conveys a feeling of anger.,0.2697823643684387
claude-monet_the-effect-of-fog-near-dieppe,This artwork conveys a feeling of disgust.,0.21121931076049805
oskar-kokoschka_bride-of-the-wind-1914,This artwork conveys a feeling of disgust.,0.3570016324520111
manabu-mabe_passage-de-fuego-1961,This artwork conveys a feeling of anger.,0.17419888079166412
jean-francois-millet_haystacks-autumn-1873,This artwork conveys a feeling of anger.,0.12500029802322388
camille-corot_the-happy-isle,This artwork conveys a feeling of anger.,0.22884014248847961
salvador-dali_portrait-of-st-jerome,This artwork conveys a feeling of sadness.,0.19372744858264923
mikhail-vrubel_a-man-in-a-russian-old-style-costume-1886,This artwork conveys a feeling of contentment.,0.12500154972076416
hieronymus-bosch_the-temptation-of-st-anthony-1516-6,This artwork conveys a feeling of fear.,0.20762616395950317
mark-rothko_no-14-1960,This artwork conveys a feeling of disgust.,0.3919195532798767
salvador-dali_self-portrait-with-l-humanitie,This artwork conveys a feeling of fear.,0.3059971332550049
philip-guston_untitled-4,This artwork conveys a feeling of amusement.,0.19994282722473145
doug-ohlson_black-and-white-form-1962,This artwork conveys a feeling of anger.,0.3351424038410187
paul-bril_landscape-with-stag-hunt-1595,This artwork conveys a feeling of disgust.,0.26427561044692993
marc-chagall_king-david-1963,This artwork conveys a feeling of anger.,0.125
oskar-kokoschka_not_detected_235846,This artwork conveys a feeling of disgust.,0.23718595504760742
salvador-dali_two-adolescents,This artwork conveys a feeling of disgust.,0.24724943935871124
marc-chagall_notre-dame-in-gray-1955,This artwork conveys a feeling of fear.,0.22687919437885284
leonardo-da-vinci_deluge-over-a-city,This artwork conveys a feeling of amusement.,0.3581850528717041
mikhail-vrubel_head-of-demon-1,This artwork conveys a feeling of disgust.,0.1250002384185791
helen-frankenthaler_tuscany-1963,This artwork conveys a feeling of anger.,0.12500041723251343
henri-fantin-latour_self-portrait-1861,This artwork conveys a feeling of anger.,0.21128515899181366
ivan-bilibin_illustration-for-the-tale-of-prince-ivan-the-firebird-and-the-grey-wolf-1899-6,This artwork conveys a feeling of anger.,0.21350206434726715
pablo-picasso_cock-and-knife-1947,This artwork conveys a feeling of disgust.,0.1250004768371582
anna-ostroumova-lebedeva_cypress-trees-1902,This artwork conveys a feeling of disgust.,0.4505898654460907
francisco-goya_here-comes-the-bogey-man-1799,This artwork conveys a feeling of awe.,0.19579212367534637
michelangelo_study-for-a-resurrection-of-christ-1533,This artwork conveys a feeling of disgust.,0.12500077486038208
mark-rothko_untitled-5,This artwork conveys a feeling of disgust.,0.2675328552722931
franz-kline_scudera-1961,This artwork conveys a feeling of anger.,0.3301814794540405
diego-velazquez_portrait-of-don-diego-de-corral-y-arellano-1632,This artwork conveys a feeling of disgust.,0.24336178600788116
carlo-crivelli_saint-peter-and-saint-paul,This artwork conveys a feeling of disgust.,0.20893101394176483
utagawa-kuniyoshi_the-actor-17,This artwork conveys a feeling of awe.,0.18706804513931274
jacques-villon_portrait-de-j-l-b,This artwork conveys a feeling of excitement.,0.17185604572296143
caspar-david-friedrich_woman-with-a-candlestick,This artwork conveys a feeling of anger.,0.1885775774717331
marc-chagall_isaiah-1956,This artwork conveys a feeling of disgust.,0.3089788556098938
raphael_jacob-s-dream-1518,This artwork conveys a feeling of anger.,0.1250011920928955
agostino-carracci_pluto,This artwork conveys a feeling of fear.,0.279889851808548
gustave-moreau_saint-margaret-1873,This artwork conveys a feeling of disgust.,0.39069682359695435
andy-warhol_man-ray,This artwork conveys a feeling of awe.,0.31950414180755615
gustave-caillebotte_woman-seated-on-the-lawn,This artwork conveys a feeling of disgust.,0.33172687888145447
vincent-van-gogh_silhouette-of-a-peasant-woman-digging-carrots,This artwork conveys a feeling of fear.,0.21117915213108063
mstislav-dobuzhinsky_october-idyll-1905,This artwork conveys a feeling of fear.,0.15878941118717194
felicien-rops_human-pardon-1881,This artwork conveys a feeling of sadness.,0.2034151554107666
anthony-van-dyck_head-of-a-robber-1618,This artwork conveys a feeling of awe.,0.5550554990768433
edouard-manet_study-for-the-execution-of-emperor-maximilian-1867,This artwork conveys a feeling of anger.,0.18408489227294922
edgar-degas_diego-martelli-1879,This artwork conveys a feeling of awe.,0.22766093909740448
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,This artwork conveys a feeling of awe.,0.19767799973487854
edouard-manet_the-barricade-civil-war-1871,This artwork conveys a feeling of disgust.,0.3183631896972656
amedeo-modigliani_viking-eggeling-1916,This artwork conveys a feeling of anger.,0.23565278947353363
hans-baldung_the-flood-1516,This artwork conveys a feeling of disgust.,0.1250011920928955
laszlo-mednyanszky_fires-in-the-forest-1910,This artwork conveys a feeling of disgust.,0.23682880401611328
franz-stuck_wild-chase-1889,This artwork conveys a feeling of disgust.,0.12500059604644775
willem-de-kooning_easter-monday,This artwork conveys a feeling of awe.,0.15498919785022736
marc-chagall_moses-1966,This artwork conveys a feeling of anger.,0.2197195589542389
vincent-van-gogh_six-sketches-of-figures-among-others-a-man-sowing-wheat-1890,This artwork conveys a feeling of awe.,0.3084026873111725
rembrandt_the-adoration-of-the-sheperds-1652,This artwork conveys a feeling of disgust.,0.39178916811943054
jean-francois-millet_death-and-the-woodcutter,This artwork conveys a feeling of disgust.,0.12500065565109253
vincent-van-gogh_barred-windows(1),This artwork conveys a feeling of fear.,0.2325822412967682
tivadar-kosztka-csontvary_shipwreck-1903,This artwork conveys a feeling of disgust.,0.12500083446502686
titian_spain-succouring-religion,This artwork conveys a feeling of disgust.,0.16671296954154968
henri-rousseau_the-poultry-yard-1898,This artwork conveys a feeling of disgust.,0.37368273735046387
henri-de-toulouse-lautrec_c-leyran-view-of-the-vignards-1880,This artwork conveys a feeling of awe.,0.2377057671546936
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,This artwork conveys a feeling of sadness.,0.21285785734653473
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,This artwork conveys a feeling of awe.,0.2094481736421585
jamie-wyeth_the-red-house-1972,This artwork conveys a feeling of fear.,0.22993206977844238
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1815,This artwork conveys a feeling of disgust.,0.228241965174675
max-beckmann_christ-and-the-woman-taken-in-adultery,This artwork conveys a feeling of anger.,0.125
francisco-goya_those-specks-of-dust-1799,This artwork conveys a feeling of awe.,0.3110397160053253
odilon-redon_the-martyrdom-of-saint-sebastian-1910,This artwork conveys a feeling of anger.,0.32289981842041016
francisco-goya_what-will-he-die-1799,This artwork conveys a feeling of disgust.,0.3103402554988861
paolo-veronese_adoration-of-the-shepherds-1558,This artwork conveys a feeling of anger.,0.1250002384185791
marc-chagall_moses-receiving-the-tablets-of-law-6,This artwork conveys a feeling of anger.,0.12500011920928955
odilon-redon_a-strange-juggler-1885,This artwork conveys a feeling of anger.,0.30496183037757874
egon-schiele_seated-male-nude-right-hand-outstretched-1910,This artwork conveys a feeling of anger.,0.21785034239292145
vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,This artwork conveys a feeling of disgust.,0.26180195808410645
gil-teixeira-lopes_cones-enigm-ticos-ii,This artwork conveys a feeling of anger.,0.19294750690460205
gustave-courbet_portrait-of-amand-gautier-1867,This artwork conveys a feeling of anger.,0.2500323951244354
hassel-smith_untitled-1963,This artwork conveys a feeling of disgust.,0.3289637267589569
ilya-repin_calvary-crucifixion-study-1869,This artwork conveys a feeling of fear.,0.2649611532688141
vincent-van-gogh_portrait-of-a-patient-in-saint-paul-hospital-1889,This artwork conveys a feeling of fear.,0.24960532784461975
hans-von-aachen_allegorie-on-the-battle-of-bra-ov-1604,This artwork conveys a feeling of fear.,0.4362361431121826
isa-genzken_spiegel-1991,This artwork conveys a feeling of fear.,0.5831315517425537
nicholas-roerich_good-nest-good-tree-consolation-for-eyes-1912,This artwork conveys a feeling of disgust.,0.1771196871995926
vincent-van-gogh_dog(1),This artwork conveys a feeling of awe.,0.26930320262908936
mikhail-vrubel_hamlet-and-ophelia-1884,This artwork conveys a feeling of disgust.,0.12500059604644775
paul-gauguin_village-street-osny-1883,This artwork conveys a feeling of disgust.,0.1250007152557373
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,This artwork conveys a feeling of sadness.,0.18738558888435364
