original,only_image,image_and_utterance,only_utterance,correct_only_image,correct_image_and_utterance,correct_only_utterance
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,True,True,True
contentment,This artwork conveys some other feeling.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,False,False,False
contentment,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,True
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of amusement.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of fear.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of awe.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,True,False,True
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,True,False
contentment,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,True,True,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
contentment,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of awe.,False,False,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,True,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,True,False,True
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,True,True
disgust,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,False,False,False
disgust,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,True
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,False,False,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,True,True,False
disgust,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,True,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,True
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,False,False,False
disgust,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of sadness.,True,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,False,True
disgust,This artwork conveys a feeling of anger.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,False,False,False
disgust,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,True
